Name Of The School.,Sub-County,County,Gender,Attitude,Availability of learning materials
Malele_Mixed,Wagai ,Siaya ,Male,4.2,2.0
Malele_Mixed,Wagai ,Siaya ,Male,5.0,2.4
Malele_Mixed,Wagai ,Siaya ,Male,5.0,2.4
Ojola_Mixed,Wagai ,Siaya ,Female,2.8,3.4
Ojola_Mixed,Wagai ,Siaya ,Female,3.6,3.8
Ojola_Mixed,Wagai ,Siaya ,Female,4.2,3.4
Ojola_Mixed,Wagai ,Siaya ,Female,4.0,3.6
Ojola_Mixed,Wagai ,Siaya ,Female,3.6,3.8
Ojola_Mixed,Wagai ,Siaya ,Female,3.8,3.8
Ojola_Mixed,Wagai ,Siaya ,Female,3.8,3.0
Ojola_Mixed,Wagai ,Siaya ,Male,3.4,3.4
Ojola_Mixed,Wagai ,Siaya ,Female,3.2,3.0
Ojola_Mixed,Wagai ,Siaya ,Female,3.4,3.0
Ojola_Mixed,Wagai ,Siaya ,Female,3.6,3.8
Ojola_Mixed,Wagai ,Siaya ,Male,3.0,2.8
Ojola_Mixed,Wagai ,Siaya ,Female,2.8,3.0
Ojola_Mixed,Wagai ,Siaya ,Female,3.0,2.4
Ojola_Mixed,Wagai ,Siaya ,Male,4.0,3.4
Ojola_Mixed,Wagai ,Siaya ,Male,3.6,2.4
Ojola_Mixed,Wagai ,Siaya ,Female,4.2,2.6
Ojola_Mixed,Wagai ,Siaya ,Female,3.0,2.4
Ojola_Mixed,Wagai ,Siaya ,Male,4.4,3.0
Ojola_Mixed,Wagai ,Siaya ,Female,2.8,2.8
Ojola_Mixed,Wagai ,Siaya ,Female,3.8,2.6
Ojola_Mixed,Wagai ,Siaya ,Female,3.8,3.4
Lions_Mixed,Kisumu central ,Kisumu ,Female,4.0,4.0
Lions_Mixed,Kisumu central ,Kisumu ,Male,3.8,4.2
Lions_Mixed,Kisumu central ,Kisumu ,Female,3.2,3.6
Lions_Mixed,Kisumu central ,Kisumu ,Male,4.0,3.4
Lions_Mixed,Kisumu central ,Kisumu ,Male,4.8,5.0
Lions_Mixed,Kisumu central ,Kisumu ,Female,3.8,3.2
Lions_Mixed,Kisumu central ,Kisumu ,Female,3.6,3.2
Lions_Mixed,Kisumu central ,Kisumu ,Male,3.2,3.0
Magunga_Mixed,Nyakach,Kisumu,Male,3.0,2.4
Magunga_Mixed,Nyakach,Kisumu,Male,2.4,2.8
Magunga_Mixed,Nyakach,Kisumu,Female,4.6,3.2
Magunga_Mixed,Nyakach,Kisumu,Male,4.2,3.2
Magunga_Mixed,Nyakach,Kisumu,Female,4.4,3.4
Magunga_Mixed,Nyakach,Kisumu,Female,2.6,3.4
Magunga_Mixed,Nyakach,Kisumu,Female,4.4,3.6
Lions_Mixed,Kisumu central ,Kisumu,Male,4.0,3.8
Lions_Mixed,Kisumu central ,Kisumu,Female,4.0,4.6
Lions_Mixed,Kisumu central ,Kisumu,Female,3.0,3.8
Lions_Mixed,Kisumu central ,Kisumu,Male,5.0,3.4
Lions_Mixed,Kisumu central ,Kisumu,Male,3.8,3.0
Lions_Mixed,Kisumu central ,Kisumu,Female,4.2,3.4
Lions_Mixed,Kisumu central ,Kisumu,Male,4.8,3.8
Lions_Mixed,Kisumu central ,Kisumu,Female,2.8,3.0
Lions_Mixed,Kisumu central ,Kisumu,Male,4.4,4.2
Lions_Mixed,Kisumu central ,Kisumu,Female,4.4,3.2
Lions_Mixed,KISUMU CENTAL,Kisumu,Male,4.8,4.4
Lions_Mixed,Kisumu central ,Kisumu,Male,4.4,4.8
Lions_Mixed,Kisumu central ,Kisumu,Female,3.6,3.8
Lions_Mixed,Kisumu central ,Kisumu,Female,2.6,3.4
Lions_Mixed,Kisumu central ,Kisumu,Male,4.2,5.0
Lions_Mixed,Kisumu central ,Kisumu,Female,3.6,3.8
Lions_Mixed,Kisumu central ,Kisumu,Male,5.0,4.2
Lions_Mixed,Kisumu central ,Kisumu,Male,5.0,4.0
Lions_Mixed,Kisumu central ,Kisumu,Male,4.8,5.0
Lions_Mixed,Kisumu central ,Kisumu,Male,3.0,3.4
Lions_Mixed,Kisumu central ,Kisumu,Male,3.6,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.8,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.8,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.4,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.0,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.6,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.8,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.6,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.6,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.4,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.4,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,1.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.0,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.0,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.6,4.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,4.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.0,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.8,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.8,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.0,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.6,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,5.0,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.2,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.0,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.8,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.6,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.2,3.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.6,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.6,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.2,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.0,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.8,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.2,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.8,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,3.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.4,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.6,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,3.4
Nduru_Mixed,Alego_Usonga,Siaya ,Male,2.6,3.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.6,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.2,2.4
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.0,2.6
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.6,1.6
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.0,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.4,2.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.0,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Male,3.5,2.8
Nduru_Mixed,Alego_Usonga,Siaya ,Female,4.2,3.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,2.2,1.8
Nduru_Mixed,Alego_Usonga,Siaya ,Male,4.0,2.2
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,3.0
Nduru_Mixed,Alego_Usonga,Siaya ,Female,3.8,2.2
